country,date,indicator,description,value
United States,2017,NE.IMP.GNFS.ZS,Imports (% of GDP),14.9478571955214
United States,2016,NE.IMP.GNFS.ZS,Imports (% of GDP),14.5644385592212
United States,2015,NE.IMP.GNFS.ZS,Imports (% of GDP),15.2770653039497
United States,2014,NE.IMP.GNFS.ZS,Imports (% of GDP),16.3983551242045
United States,2013,NE.IMP.GNFS.ZS,Imports (% of GDP),16.3878144030073
United States,2012,NE.IMP.GNFS.ZS,Imports (% of GDP),17.0377883064876
United States,2011,NE.IMP.GNFS.ZS,Imports (% of GDP),17.2790147933311
United States,2010,NE.IMP.GNFS.ZS,Imports (% of GDP),15.878527508625
United States,2009,NE.IMP.GNFS.ZS,Imports (% of GDP),13.8273085764833
United States,2008,NE.IMP.GNFS.ZS,Imports (% of GDP),17.441943601098
United States,2007,NE.IMP.GNFS.ZS,Imports (% of GDP),16.5482262680953
United States,2006,NE.IMP.GNFS.ZS,Imports (% of GDP),16.3338962966673
United States,2005,NE.IMP.GNFS.ZS,Imports (% of GDP),15.6565009333013
United States,2004,NE.IMP.GNFS.ZS,Imports (% of GDP),14.8193087841105
United States,2003,NE.IMP.GNFS.ZS,Imports (% of GDP),13.5916448812678
United States,2002,NE.IMP.GNFS.ZS,Imports (% of GDP),13.1549985598093
United States,2001,NE.IMP.GNFS.ZS,Imports (% of GDP),13.2637348067635
United States,2000,NE.IMP.GNFS.ZS,Imports (% of GDP),14.4102128270623
United States,1999,NE.IMP.GNFS.ZS,Imports (% of GDP),13.004232506698
United States,1998,NE.IMP.GNFS.ZS,Imports (% of GDP),12.3106314515674
United States,1997,NE.IMP.GNFS.ZS,Imports (% of GDP),12.3085700908604
United States,1996,NE.IMP.GNFS.ZS,Imports (% of GDP),11.9404364259576
United States,1995,NE.IMP.GNFS.ZS,Imports (% of GDP),11.8141577687958
United States,1994,NE.IMP.GNFS.ZS,Imports (% of GDP),11.162311746182
United States,1993,NE.IMP.GNFS.ZS,Imports (% of GDP),10.4974383102923
United States,1992,NE.IMP.GNFS.ZS,Imports (% of GDP),10.2416795967442
United States,1991,NE.IMP.GNFS.ZS,Imports (% of GDP),10.1255430017786
China,2023,NE.IMP.GNFS.ZS,Imports (% of GDP),17.573699039207
China,2022,NE.IMP.GNFS.ZS,Imports (% of GDP),17.5599990173084
China,2021,NE.IMP.GNFS.ZS,Imports (% of GDP),17.3580170349289
China,2020,NE.IMP.GNFS.ZS,Imports (% of GDP),16.1681565014734
China,2019,NE.IMP.GNFS.ZS,Imports (% of GDP),17.4801037187624
China,2018,NE.IMP.GNFS.ZS,Imports (% of GDP),18.4536805657234
China,2017,NE.IMP.GNFS.ZS,Imports (% of GDP),17.9401362522062
China,2016,NE.IMP.GNFS.ZS,Imports (% of GDP),17.3100349634307
China,2015,NE.IMP.GNFS.ZS,Imports (% of GDP),18.110089452417
China,2014,NE.IMP.GNFS.ZS,Imports (% of GDP),21.3951550469261
China,2013,NE.IMP.GNFS.ZS,Imports (% of GDP),22.1451211404583
China,2012,NE.IMP.GNFS.ZS,Imports (% of GDP),22.7750001428637
China,2011,NE.IMP.GNFS.ZS,Imports (% of GDP),24.1727152412604
China,2010,NE.IMP.GNFS.ZS,Imports (% of GDP),23.5317449422952
China,2009,NE.IMP.GNFS.ZS,Imports (% of GDP),20.4350623009177
China,2008,NE.IMP.GNFS.ZS,Imports (% of GDP),25.0098393604755
China,2007,NE.IMP.GNFS.ZS,Imports (% of GDP),26.7586775044594
China,2006,NE.IMP.GNFS.ZS,Imports (% of GDP),28.4439939103899
China,2005,NE.IMP.GNFS.ZS,Imports (% of GDP),28.3780941731833
China,2004,NE.IMP.GNFS.ZS,Imports (% of GDP),28.4441900780444
China,2003,NE.IMP.GNFS.ZS,Imports (% of GDP),24.82334243075
China,2002,NE.IMP.GNFS.ZS,Imports (% of GDP),20.1025535239991
China,2001,NE.IMP.GNFS.ZS,Imports (% of GDP),18.21514310996
China,2000,NE.IMP.GNFS.ZS,Imports (% of GDP),18.5173265975939
China,1999,NE.IMP.GNFS.ZS,Imports (% of GDP),15.3617777891571
China,1998,NE.IMP.GNFS.ZS,Imports (% of GDP),14.0821331520758
China,1997,NE.IMP.GNFS.ZS,Imports (% of GDP),15.0398837413974
China,1996,NE.IMP.GNFS.ZS,Imports (% of GDP),15.8914021302523
China,1995,NE.IMP.GNFS.ZS,Imports (% of GDP),16.3244794663664
China,1994,NE.IMP.GNFS.ZS,Imports (% of GDP),17.2331523968491
China,1993,NE.IMP.GNFS.ZS,Imports (% of GDP),19.3537833179487
China,1992,NE.IMP.GNFS.ZS,Imports (% of GDP),14.4874967782585
China,1991,NE.IMP.GNFS.ZS,Imports (% of GDP),11.4618459582464
India,2023,NE.IMP.GNFS.ZS,Imports (% of GDP),24.0736387142048
India,2022,NE.IMP.GNFS.ZS,Imports (% of GDP),26.7648321318227
India,2021,NE.IMP.GNFS.ZS,Imports (% of GDP),24.0239304534931
India,2020,NE.IMP.GNFS.ZS,Imports (% of GDP),19.0756283996012
India,2019,NE.IMP.GNFS.ZS,Imports (% of GDP),21.2411386333872
India,2018,NE.IMP.GNFS.ZS,Imports (% of GDP),23.6891407335327
India,2017,NE.IMP.GNFS.ZS,Imports (% of GDP),21.9507321152243
India,2016,NE.IMP.GNFS.ZS,Imports (% of GDP),20.9242508026814
India,2015,NE.IMP.GNFS.ZS,Imports (% of GDP),22.1097247094602
India,2014,NE.IMP.GNFS.ZS,Imports (% of GDP),25.9542227389497
India,2013,NE.IMP.GNFS.ZS,Imports (% of GDP),28.4132706461587
India,2012,NE.IMP.GNFS.ZS,Imports (% of GDP),31.2592910673332
India,2011,NE.IMP.GNFS.ZS,Imports (% of GDP),31.0834686939585
India,2010,NE.IMP.GNFS.ZS,Imports (% of GDP),26.8542732486216
India,2009,NE.IMP.GNFS.ZS,Imports (% of GDP),25.8723502685274
India,2008,NE.IMP.GNFS.ZS,Imports (% of GDP),29.2708631790835
India,2007,NE.IMP.GNFS.ZS,Imports (% of GDP),24.8865689304448
India,2006,NE.IMP.GNFS.ZS,Imports (% of GDP),24.4565390770687
India,2005,NE.IMP.GNFS.ZS,Imports (% of GDP),22.3964229200356
India,2004,NE.IMP.GNFS.ZS,Imports (% of GDP),19.6446890963991
India,2003,NE.IMP.GNFS.ZS,Imports (% of GDP),15.6445222747346
India,2002,NE.IMP.GNFS.ZS,Imports (% of GDP),15.2442790107467
India,2001,NE.IMP.GNFS.ZS,Imports (% of GDP),13.4348751195257
India,2000,NE.IMP.GNFS.ZS,Imports (% of GDP),13.9036865990995
India,1999,NE.IMP.GNFS.ZS,Imports (% of GDP),13.363533431492
India,1998,NE.IMP.GNFS.ZS,Imports (% of GDP),12.6810008997545
India,1997,NE.IMP.GNFS.ZS,Imports (% of GDP),11.9286695486689
India,1996,NE.IMP.GNFS.ZS,Imports (% of GDP),11.5443185997804
India,1995,NE.IMP.GNFS.ZS,Imports (% of GDP),12.0234806711877
India,1994,NE.IMP.GNFS.ZS,Imports (% of GDP),10.1900594604801
India,1993,NE.IMP.GNFS.ZS,Imports (% of GDP),9.81732233160511
India,1992,NE.IMP.GNFS.ZS,Imports (% of GDP),9.59017211680717
India,1991,NE.IMP.GNFS.ZS,Imports (% of GDP),8.49348578059959
South Africa,2023,NE.IMP.GNFS.ZS,Imports (% of GDP),32.4255686817089
South Africa,2022,NE.IMP.GNFS.ZS,Imports (% of GDP),31.4115525789563
South Africa,2021,NE.IMP.GNFS.ZS,Imports (% of GDP),24.9311150310516
South Africa,2020,NE.IMP.GNFS.ZS,Imports (% of GDP),23.1837449200214
South Africa,2019,NE.IMP.GNFS.ZS,Imports (% of GDP),26.6958670030255
South Africa,2018,NE.IMP.GNFS.ZS,Imports (% of GDP),26.9885079767917
South Africa,2017,NE.IMP.GNFS.ZS,Imports (% of GDP),26.1958560481525
South Africa,2016,NE.IMP.GNFS.ZS,Imports (% of GDP),27.7051693349827
South Africa,2015,NE.IMP.GNFS.ZS,Imports (% of GDP),29.0130377322327
South Africa,2014,NE.IMP.GNFS.ZS,Imports (% of GDP),30.4989547517121
South Africa,2013,NE.IMP.GNFS.ZS,Imports (% of GDP),30.4957473096901
South Africa,2012,NE.IMP.GNFS.ZS,Imports (% of GDP),28.4434679995666
South Africa,2011,NE.IMP.GNFS.ZS,Imports (% of GDP),26.9382019655219
South Africa,2010,NE.IMP.GNFS.ZS,Imports (% of GDP),24.6226695358778
South Africa,2009,NE.IMP.GNFS.ZS,Imports (% of GDP),24.6047888395564
South Africa,2008,NE.IMP.GNFS.ZS,Imports (% of GDP),33.7198501285556
South Africa,2007,NE.IMP.GNFS.ZS,Imports (% of GDP),29.166174743045
South Africa,2006,NE.IMP.GNFS.ZS,Imports (% of GDP),27.6698913924026
South Africa,2005,NE.IMP.GNFS.ZS,Imports (% of GDP),23.8280169054893
South Africa,2004,NE.IMP.GNFS.ZS,Imports (% of GDP),22.8860564383387
South Africa,2003,NE.IMP.GNFS.ZS,Imports (% of GDP),21.8085892075755
South Africa,2002,NE.IMP.GNFS.ZS,Imports (% of GDP),25.0343344117566
South Africa,2001,NE.IMP.GNFS.ZS,Imports (% of GDP),22.8142845512603
South Africa,2000,NE.IMP.GNFS.ZS,Imports (% of GDP),21.8164184247158
South Africa,1999,NE.IMP.GNFS.ZS,Imports (% of GDP),19.9890800426071
South Africa,1998,NE.IMP.GNFS.ZS,Imports (% of GDP),21.5164735193548
South Africa,1997,NE.IMP.GNFS.ZS,Imports (% of GDP),20.6407425739789
South Africa,1996,NE.IMP.GNFS.ZS,Imports (% of GDP),20.4245085135556
South Africa,1995,NE.IMP.GNFS.ZS,Imports (% of GDP),19.4401731715272
South Africa,1994,NE.IMP.GNFS.ZS,Imports (% of GDP),17.5652713615169
South Africa,1993,NE.IMP.GNFS.ZS,Imports (% of GDP),15.7837577150899
South Africa,1992,NE.IMP.GNFS.ZS,Imports (% of GDP),15.3662068949062
South Africa,1991,NE.IMP.GNFS.ZS,Imports (% of GDP),15.5407939143944
Brazil,2023,NE.IMP.GNFS.ZS,Imports (% of GDP),15.7436671722105
Brazil,2022,NE.IMP.GNFS.ZS,Imports (% of GDP),19.1853009729027
Brazil,2021,NE.IMP.GNFS.ZS,Imports (% of GDP),18.5469003894967
Brazil,2020,NE.IMP.GNFS.ZS,Imports (% of GDP),15.8485265356365
Brazil,2019,NE.IMP.GNFS.ZS,Imports (% of GDP),14.7673386775793
Brazil,2018,NE.IMP.GNFS.ZS,Imports (% of GDP),14.2412038806757
Brazil,2017,NE.IMP.GNFS.ZS,Imports (% of GDP),11.8007665046081
Brazil,2016,NE.IMP.GNFS.ZS,Imports (% of GDP),12.0670030360511
Brazil,2015,NE.IMP.GNFS.ZS,Imports (% of GDP),14.0534345182709
Brazil,2014,NE.IMP.GNFS.ZS,Imports (% of GDP),13.6734629940752
Brazil,2013,NE.IMP.GNFS.ZS,Imports (% of GDP),14.0437266803948
Brazil,2012,NE.IMP.GNFS.ZS,Imports (% of GDP),13.2367345392086
Brazil,2011,NE.IMP.GNFS.ZS,Imports (% of GDP),12.3518924970444
Brazil,2010,NE.IMP.GNFS.ZS,Imports (% of GDP),11.9065933373084
Brazil,2009,NE.IMP.GNFS.ZS,Imports (% of GDP),11.2546044706088
Brazil,2008,NE.IMP.GNFS.ZS,Imports (% of GDP),13.723568904076
Brazil,2007,NE.IMP.GNFS.ZS,Imports (% of GDP),11.9649362705808
Brazil,2006,NE.IMP.GNFS.ZS,Imports (% of GDP),11.6673835850045
Brazil,2005,NE.IMP.GNFS.ZS,Imports (% of GDP),11.8429659383147
Brazil,2004,NE.IMP.GNFS.ZS,Imports (% of GDP),13.1324909668183
Brazil,2003,NE.IMP.GNFS.ZS,Imports (% of GDP),12.9596010144732
Brazil,2002,NE.IMP.GNFS.ZS,Imports (% of GDP),13.3877671308534
Brazil,2001,NE.IMP.GNFS.ZS,Imports (% of GDP),14.564574352134
Brazil,2000,NE.IMP.GNFS.ZS,Imports (% of GDP),12.4517133524146
Brazil,1999,NE.IMP.GNFS.ZS,Imports (% of GDP),11.4172682172491
Brazil,1998,NE.IMP.GNFS.ZS,Imports (% of GDP),9.40808459248784
Brazil,1997,NE.IMP.GNFS.ZS,Imports (% of GDP),9.59255968601575
Brazil,1996,NE.IMP.GNFS.ZS,Imports (% of GDP),8.90538179274132
Brazil,1995,NE.IMP.GNFS.ZS,Imports (% of GDP),9.45558496072482
Brazil,1994,NE.IMP.GNFS.ZS,Imports (% of GDP),9.16168336908223
Brazil,1993,NE.IMP.GNFS.ZS,Imports (% of GDP),9.09604889204913
Brazil,1992,NE.IMP.GNFS.ZS,Imports (% of GDP),8.38506312730241
Brazil,1991,NE.IMP.GNFS.ZS,Imports (% of GDP),7.91444116378595
Russian Federation,2023,NE.IMP.GNFS.ZS,Imports (% of GDP),18.7455221845073
Russian Federation,2022,NE.IMP.GNFS.ZS,Imports (% of GDP),15.2329856559408
Russian Federation,2021,NE.IMP.GNFS.ZS,Imports (% of GDP),20.4252266104753
Russian Federation,2020,NE.IMP.GNFS.ZS,Imports (% of GDP),20.4447226915578
Russian Federation,2019,NE.IMP.GNFS.ZS,Imports (% of GDP),20.7953229819275
Russian Federation,2018,NE.IMP.GNFS.ZS,Imports (% of GDP),20.7876435683221
Russian Federation,2017,NE.IMP.GNFS.ZS,Imports (% of GDP),20.7856433573743
Russian Federation,2016,NE.IMP.GNFS.ZS,Imports (% of GDP),20.6636368626929
Russian Federation,2015,NE.IMP.GNFS.ZS,Imports (% of GDP),20.6559598687647
Russian Federation,2014,NE.IMP.GNFS.ZS,Imports (% of GDP),20.6902442110591
Russian Federation,2013,NE.IMP.GNFS.ZS,Imports (% of GDP),20.441812574244
Russian Federation,2012,NE.IMP.GNFS.ZS,Imports (% of GDP),20.2440700464294
Russian Federation,2011,NE.IMP.GNFS.ZS,Imports (% of GDP),19.9800379279369
Russian Federation,2010,NE.IMP.GNFS.ZS,Imports (% of GDP),21.1399447022831
Russian Federation,2009,NE.IMP.GNFS.ZS,Imports (% of GDP),20.496959823666
Russian Federation,2008,NE.IMP.GNFS.ZS,Imports (% of GDP),22.072905707322
Russian Federation,2007,NE.IMP.GNFS.ZS,Imports (% of GDP),21.5420622609236
Russian Federation,2006,NE.IMP.GNFS.ZS,Imports (% of GDP),21.0029264232898
Russian Federation,2005,NE.IMP.GNFS.ZS,Imports (% of GDP),21.5101825254241
Russian Federation,2004,NE.IMP.GNFS.ZS,Imports (% of GDP),22.1639613429458
Russian Federation,2003,NE.IMP.GNFS.ZS,Imports (% of GDP),23.8782872318208
Russian Federation,2002,NE.IMP.GNFS.ZS,Imports (% of GDP),24.432851668898
Russian Federation,2001,NE.IMP.GNFS.ZS,Imports (% of GDP),24.2173650683869
Russian Federation,2000,NE.IMP.GNFS.ZS,Imports (% of GDP),24.0334657318409
Russian Federation,1999,NE.IMP.GNFS.ZS,Imports (% of GDP),26.1733129859875
Russian Federation,1998,NE.IMP.GNFS.ZS,Imports (% of GDP),24.5510478117966
Russian Federation,1997,NE.IMP.GNFS.ZS,Imports (% of GDP),22.527079880846
Russian Federation,1996,NE.IMP.GNFS.ZS,Imports (% of GDP),21.8495126891282
Russian Federation,1995,NE.IMP.GNFS.ZS,Imports (% of GDP),25.8938941161638
Russian Federation,1994,NE.IMP.GNFS.ZS,Imports (% of GDP),23.1953336062219
Russian Federation,1993,NE.IMP.GNFS.ZS,Imports (% of GDP),30.4938487551746
Russian Federation,1992,NE.IMP.GNFS.ZS,Imports (% of GDP),48.2546028406102
Russian Federation,1991,NE.IMP.GNFS.ZS,Imports (% of GDP),12.9853414372542
"Egypt, Arab Rep.",2023,NE.IMP.GNFS.ZS,Imports (% of GDP),21.3403342882993
"Egypt, Arab Rep.",2022,NE.IMP.GNFS.ZS,Imports (% of GDP),21.8960790564233
"Egypt, Arab Rep.",2021,NE.IMP.GNFS.ZS,Imports (% of GDP),19.295823265447
"Egypt, Arab Rep.",2020,NE.IMP.GNFS.ZS,Imports (% of GDP),19.6534798296655
"Egypt, Arab Rep.",2019,NE.IMP.GNFS.ZS,Imports (% of GDP),24.4799857040743
"Egypt, Arab Rep.",2018,NE.IMP.GNFS.ZS,Imports (% of GDP),27.9263640649779
"Egypt, Arab Rep.",2017,NE.IMP.GNFS.ZS,Imports (% of GDP),27.8180475395935
"Egypt, Arab Rep.",2016,NE.IMP.GNFS.ZS,Imports (% of GDP),19.9010851110947
"Egypt, Arab Rep.",2015,NE.IMP.GNFS.ZS,Imports (% of GDP),21.6620974671631
"Egypt, Arab Rep.",2014,NE.IMP.GNFS.ZS,Imports (% of GDP),22.6760563380282
"Egypt, Arab Rep.",2013,NE.IMP.GNFS.ZS,Imports (% of GDP),23.3551924317351
"Egypt, Arab Rep.",2012,NE.IMP.GNFS.ZS,Imports (% of GDP),24.3148026512211
"Egypt, Arab Rep.",2011,NE.IMP.GNFS.ZS,Imports (% of GDP),24.6882065494858
"Egypt, Arab Rep.",2010,NE.IMP.GNFS.ZS,Imports (% of GDP),26.5871042599039
"Egypt, Arab Rep.",2009,NE.IMP.GNFS.ZS,Imports (% of GDP),31.596622529265
"Egypt, Arab Rep.",2008,NE.IMP.GNFS.ZS,Imports (% of GDP),38.6376326074819
"Egypt, Arab Rep.",2007,NE.IMP.GNFS.ZS,Imports (% of GDP),34.828141783029
"Egypt, Arab Rep.",2006,NE.IMP.GNFS.ZS,Imports (% of GDP),31.5687226809131
"Egypt, Arab Rep.",2005,NE.IMP.GNFS.ZS,Imports (% of GDP),32.6090993500464
"Egypt, Arab Rep.",2004,NE.IMP.GNFS.ZS,Imports (% of GDP),29.5899443643107
"Egypt, Arab Rep.",2003,NE.IMP.GNFS.ZS,Imports (% of GDP),24.3832335329341
"Egypt, Arab Rep.",2002,NE.IMP.GNFS.ZS,Imports (% of GDP),22.6708894167326
"Egypt, Arab Rep.",2001,NE.IMP.GNFS.ZS,Imports (% of GDP),22.330638416504
"Egypt, Arab Rep.",2000,NE.IMP.GNFS.ZS,Imports (% of GDP),22.8168185827698
"Egypt, Arab Rep.",1999,NE.IMP.GNFS.ZS,Imports (% of GDP),23.3094928478544
"Egypt, Arab Rep.",1998,NE.IMP.GNFS.ZS,Imports (% of GDP),25.7132915796799
"Egypt, Arab Rep.",1997,NE.IMP.GNFS.ZS,Imports (% of GDP),24.8965776607747
"Egypt, Arab Rep.",1996,NE.IMP.GNFS.ZS,Imports (% of GDP),26.1987794245859
"Egypt, Arab Rep.",1995,NE.IMP.GNFS.ZS,Imports (% of GDP),27.6960784313726
"Egypt, Arab Rep.",1994,NE.IMP.GNFS.ZS,Imports (% of GDP),28.0571428571429
"Egypt, Arab Rep.",1993,NE.IMP.GNFS.ZS,Imports (% of GDP),30.090206185567
"Egypt, Arab Rep.",1992,NE.IMP.GNFS.ZS,Imports (% of GDP),30.9130122214234
"Egypt, Arab Rep.",1991,NE.IMP.GNFS.ZS,Imports (% of GDP),35.3777777777778
Ethiopia,2023,NE.IMP.GNFS.ZS,Imports (% of GDP),13.9924088899406
Ethiopia,2022,NE.IMP.GNFS.ZS,Imports (% of GDP),18.3515388544611
Ethiopia,2021,NE.IMP.GNFS.ZS,Imports (% of GDP),16.7133376825376
Ethiopia,2020,NE.IMP.GNFS.ZS,Imports (% of GDP),16.878912700715
Ethiopia,2019,NE.IMP.GNFS.ZS,Imports (% of GDP),20.8753243982814
Ethiopia,2018,NE.IMP.GNFS.ZS,Imports (% of GDP),22.8266990770053
Ethiopia,2017,NE.IMP.GNFS.ZS,Imports (% of GDP),23.4742626798764
Ethiopia,2016,NE.IMP.GNFS.ZS,Imports (% of GDP),27.0869722982698
Ethiopia,2015,NE.IMP.GNFS.ZS,Imports (% of GDP),30.2928105475922
Ethiopia,2014,NE.IMP.GNFS.ZS,Imports (% of GDP),29.0994642402923
Ethiopia,2013,NE.IMP.GNFS.ZS,Imports (% of GDP),28.9877135217855
Ethiopia,2012,NE.IMP.GNFS.ZS,Imports (% of GDP),31.630605984481
Ethiopia,2011,NE.IMP.GNFS.ZS,Imports (% of GDP),31.5460822119553
"Iran, Islamic Rep.",2023,NE.IMP.GNFS.ZS,Imports (% of GDP),27.9790625604926
"Iran, Islamic Rep.",2022,NE.IMP.GNFS.ZS,Imports (% of GDP),24.7816202562159
"Iran, Islamic Rep.",2021,NE.IMP.GNFS.ZS,Imports (% of GDP),21.5346020619098
"Iran, Islamic Rep.",2020,NE.IMP.GNFS.ZS,Imports (% of GDP),24.3855556612928
"Iran, Islamic Rep.",2019,NE.IMP.GNFS.ZS,Imports (% of GDP),27.2704670825754
"Iran, Islamic Rep.",2018,NE.IMP.GNFS.ZS,Imports (% of GDP),27.4487096151447
"Iran, Islamic Rep.",2017,NE.IMP.GNFS.ZS,Imports (% of GDP),22.0091825028989
"Iran, Islamic Rep.",2016,NE.IMP.GNFS.ZS,Imports (% of GDP),19.2261389217023
"Iran, Islamic Rep.",2015,NE.IMP.GNFS.ZS,Imports (% of GDP),20.7017541543144
"Iran, Islamic Rep.",2014,NE.IMP.GNFS.ZS,Imports (% of GDP),22.5207477521518
"Iran, Islamic Rep.",2013,NE.IMP.GNFS.ZS,Imports (% of GDP),21.9038111775683
"Iran, Islamic Rep.",2012,NE.IMP.GNFS.ZS,Imports (% of GDP),21.6140464814866
"Iran, Islamic Rep.",2011,NE.IMP.GNFS.ZS,Imports (% of GDP),16.2861016653904
"Iran, Islamic Rep.",2010,NE.IMP.GNFS.ZS,Imports (% of GDP),19.3709904543267
"Iran, Islamic Rep.",2009,NE.IMP.GNFS.ZS,Imports (% of GDP),20.9880910865099
"Iran, Islamic Rep.",2008,NE.IMP.GNFS.ZS,Imports (% of GDP),21.6522753221445
"Iran, Islamic Rep.",2007,NE.IMP.GNFS.ZS,Imports (% of GDP),21.0436945169436
"Iran, Islamic Rep.",2006,NE.IMP.GNFS.ZS,Imports (% of GDP),23.2983234635772
"Iran, Islamic Rep.",2005,NE.IMP.GNFS.ZS,Imports (% of GDP),24.1096760765685
"Iran, Islamic Rep.",2004,NE.IMP.GNFS.ZS,Imports (% of GDP),26.0469290708994
"Iran, Islamic Rep.",2003,NE.IMP.GNFS.ZS,Imports (% of GDP),26.0516329444293
"Iran, Islamic Rep.",2002,NE.IMP.GNFS.ZS,Imports (% of GDP),23.7587843982946
"Iran, Islamic Rep.",2001,NE.IMP.GNFS.ZS,Imports (% of GDP),21.232246123348
"Iran, Islamic Rep.",2000,NE.IMP.GNFS.ZS,Imports (% of GDP),19.7901898960966
"Iran, Islamic Rep.",1999,NE.IMP.GNFS.ZS,Imports (% of GDP),15.5933909385495
"Iran, Islamic Rep.",1998,NE.IMP.GNFS.ZS,Imports (% of GDP),16.5448387339609
"Iran, Islamic Rep.",1997,NE.IMP.GNFS.ZS,Imports (% of GDP),15.3716272465331
"Iran, Islamic Rep.",1996,NE.IMP.GNFS.ZS,Imports (% of GDP),15.0261689151036
"Iran, Islamic Rep.",1995,NE.IMP.GNFS.ZS,Imports (% of GDP),13.4680042114432
"Iran, Islamic Rep.",1994,NE.IMP.GNFS.ZS,Imports (% of GDP),13.3229439840581
"Iran, Islamic Rep.",1993,NE.IMP.GNFS.ZS,Imports (% of GDP),20.6307526783539
"Iran, Islamic Rep.",1992,NE.IMP.GNFS.ZS,Imports (% of GDP),27.2333365829259
"Iran, Islamic Rep.",1991,NE.IMP.GNFS.ZS,Imports (% of GDP),30.3698513622526
Saudi Arabia,2023,NE.IMP.GNFS.ZS,Imports (% of GDP),27.3778074633889
Saudi Arabia,2022,NE.IMP.GNFS.ZS,Imports (% of GDP),23.2923909521515
Saudi Arabia,2021,NE.IMP.GNFS.ZS,Imports (% of GDP),24.3681600690647
Saudi Arabia,2020,NE.IMP.GNFS.ZS,Imports (% of GDP),24.8115047047104
Saudi Arabia,2019,NE.IMP.GNFS.ZS,Imports (% of GDP),26.1089900267695
Saudi Arabia,2018,NE.IMP.GNFS.ZS,Imports (% of GDP),24.7570706925938
Saudi Arabia,2017,NE.IMP.GNFS.ZS,Imports (% of GDP),28.2485650242613
Saudi Arabia,2016,NE.IMP.GNFS.ZS,Imports (% of GDP),29.7462662662663
Saudi Arabia,2015,NE.IMP.GNFS.ZS,Imports (% of GDP),36.9399569658794
Saudi Arabia,2014,NE.IMP.GNFS.ZS,Imports (% of GDP),33.3134592934674
Saudi Arabia,2013,NE.IMP.GNFS.ZS,Imports (% of GDP),30.4963013690877
Saudi Arabia,2012,NE.IMP.GNFS.ZS,Imports (% of GDP),29.0093916576831
Saudi Arabia,2011,NE.IMP.GNFS.ZS,Imports (% of GDP),29.2591176725599
Saudi Arabia,2010,NE.IMP.GNFS.ZS,Imports (% of GDP),32.9800376316971
Saudi Arabia,2009,NE.IMP.GNFS.ZS,Imports (% of GDP),37.7697209090451
Saudi Arabia,2008,NE.IMP.GNFS.ZS,Imports (% of GDP),33.9911288411164
Saudi Arabia,2007,NE.IMP.GNFS.ZS,Imports (% of GDP),34.9258769574815
Saudi Arabia,2006,NE.IMP.GNFS.ZS,Imports (% of GDP),30.1126964323542
Saudi Arabia,2005,NE.IMP.GNFS.ZS,Imports (% of GDP),24.9033329514589
Saudi Arabia,2004,NE.IMP.GNFS.ZS,Imports (% of GDP),24.0975055731163
Saudi Arabia,2003,NE.IMP.GNFS.ZS,Imports (% of GDP),23.977021521626
Saudi Arabia,2002,NE.IMP.GNFS.ZS,Imports (% of GDP),23.6439941380154
Saudi Arabia,2001,NE.IMP.GNFS.ZS,Imports (% of GDP),23.9268894565803
Saudi Arabia,2000,NE.IMP.GNFS.ZS,Imports (% of GDP),24.7611797698264
Saudi Arabia,1999,NE.IMP.GNFS.ZS,Imports (% of GDP),23.1795778305815
Saudi Arabia,1998,NE.IMP.GNFS.ZS,Imports (% of GDP),26.4560108137963
Saudi Arabia,1997,NE.IMP.GNFS.ZS,Imports (% of GDP),26.0294690234163
Saudi Arabia,1996,NE.IMP.GNFS.ZS,Imports (% of GDP),26.6309991231776
Saudi Arabia,1995,NE.IMP.GNFS.ZS,Imports (% of GDP),27.7038858462799
Saudi Arabia,1994,NE.IMP.GNFS.ZS,Imports (% of GDP),26.0703632736108
Saudi Arabia,1993,NE.IMP.GNFS.ZS,Imports (% of GDP),33.4541584247889
Saudi Arabia,1992,NE.IMP.GNFS.ZS,Imports (% of GDP),35.9852277198409
Saudi Arabia,1991,NE.IMP.GNFS.ZS,Imports (% of GDP),36.390899397386
United Arab Emirates,2023,NE.IMP.GNFS.ZS,Imports (% of GDP),93.7216646058461
United Arab Emirates,2022,NE.IMP.GNFS.ZS,Imports (% of GDP),85.1332094129937
United Arab Emirates,2021,NE.IMP.GNFS.ZS,Imports (% of GDP),83.7058484917282
United Arab Emirates,2020,NE.IMP.GNFS.ZS,Imports (% of GDP),85.0503934921793
United Arab Emirates,2019,NE.IMP.GNFS.ZS,Imports (% of GDP),73.2085188940452
United Arab Emirates,2018,NE.IMP.GNFS.ZS,Imports (% of GDP),65.9257962668894
United Arab Emirates,2017,NE.IMP.GNFS.ZS,Imports (% of GDP),73.0665008487005
United Arab Emirates,2016,NE.IMP.GNFS.ZS,Imports (% of GDP),73.3137080819945
United Arab Emirates,2015,NE.IMP.GNFS.ZS,Imports (% of GDP),72.6484310679123
United Arab Emirates,2014,NE.IMP.GNFS.ZS,Imports (% of GDP),66.4350143515023
United Arab Emirates,2013,NE.IMP.GNFS.ZS,Imports (% of GDP),63.092896368003
United Arab Emirates,2012,NE.IMP.GNFS.ZS,Imports (% of GDP),62.3355072430771
United Arab Emirates,2011,NE.IMP.GNFS.ZS,Imports (% of GDP),59.8540595708254
United Arab Emirates,2010,NE.IMP.GNFS.ZS,Imports (% of GDP),59.4994234510332
